host,date,count
ix-bos7-24.ix.netcom.com,1995-07-06,1
ip116.chicago.il.interramp.com,1995-07-07,3
dlfmatlctrl.jpl.nasa.gov,1995-07-07,1
ad09-012.compuserve.com,1995-07-07,1
204.244.18.252,1995-07-09,3
ncc0047.nijenrode.nl,1995-07-10,1
gatekeeper.sq.com,1995-07-12,1
bodio.kapsch.co.at,1995-07-13,1
net-1-160.eden.com,1995-07-13,1
sirius.astro.uva.nl,1995-07-14,1
159.75.10.66,1995-07-14,1
ixc.ixc.net,1995-07-14,2
ix-mem-tn2-15.ix.netcom.com,1995-07-14,11
ix-lb7-15.ix.netcom.com,1995-07-15,4
150.150.41.103,1995-07-16,1
194.166.3.43,1995-07-16,1
www-d2.proxy.aol.com,1995-07-17,1
198.52.2.1,1995-07-17,4
ring-1.kajen.malmo.se,1995-07-17,2
tia1.eskimo.com,1995-07-17,1
129.60.57.120,1995-07-18,5
igate.uswest.com,1995-07-19,1
bht8376.dukepower.com,1995-07-23,1
ca0486.caso.ca.blm.gov,1995-07-25,1
slip183-4.kw.jp.ibm.net,1995-07-26,1
204.254.251.36,1995-08-29,2
s22.phxslip6.indirect.com,1995-08-29,1
ppp26.ocala.com,1995-08-31,2
mercury.rutgers.edu,1995-07-26,1
194.163.168.9,1995-07-28,2
onyx.southwind.net,1995-08-03,1
128.159.122.180,1995-08-04,1
gw2.att.com,1995-08-04,4
newops10.loc201.tandem.com,1995-08-04,1
pm230.lynet.de,1995-08-05,1
btr0xf.hrz.uni-bayreuth.de,1995-08-08,1
fudd.jsc.nasa.gov,1995-08-08,2
decus.decus.de,1995-08-10,1
163.205.180.77,1995-08-10,1
magma6.vpro.nl,1995-08-14,1
128.217.62.1,1995-08-16,1
167.196.37.25,1995-08-17,1
202.243.22.69,1995-08-18,1
dd15-004.compuserve.com,1995-08-22,1
www-c2.proxy.aol.com,1995-08-22,1
dal03-30.ppp.iadfw.net,1995-08-23,1
154.6.5.61,1995-08-24,1
slip168-71.sy.au.ibm.net,1995-08-25,1
elek224.ios.chalmers.se,1995-08-26,2
miami006.bridge.net,1995-07-03,1
roboson.remote.ualberta.ca,1995-07-07,2
crc3.cris.com,1995-07-09,1
gateway.cary.ibm.com,1995-07-12,1
194.108.167.48,1995-07-13,1
ad02-032.compuserve.com,1995-07-14,1
mesapc.jpl.nasa.gov,1995-07-14,1
ix-dc17-23.ix.netcom.com,1995-07-14,1
hopi.gate.net,1995-07-17,3
138.64.20.235,1995-07-17,1
flight.osc.on.ca,1995-07-18,1
www-d4.proxy.aol.com,1995-07-21,1
ax433.mclink.it,1995-07-23,2
mac-34.vistar.ca,1995-07-25,1
tao.kuai.se,1995-08-31,2
baghdad.sequoia.com,1995-07-26,18
dimasu1.ffi.no,1995-08-01,1
204.41.167.2,1995-08-03,1
hpbs100.boi.hp.com,1995-08-06,1
piweba4y.prodigy.com,1995-08-06,2
road-runner.bbn.com,1995-08-06,2
hplvopen.lvld.hp.com,1995-08-07,1
ubppp-12.ppp-net.buffalo.edu,1995-08-07,1
128.159.147.50,1995-08-08,1
204.180.36.56,1995-08-13,1
pc44.zrz.tu-berlin.de,1995-08-15,1
gk-east.usps.gov,1995-08-17,1
128.158.28.14,1995-08-18,1
ix-lex1-23.ix.netcom.com,1995-08-19,1
patrik.eng.umu.se,1995-08-20,1
drjo014a089.embratel.net.br,1995-08-20,1
linuser18.li.net,1995-08-20,3
lordgek.vip.best.com,1995-08-22,2
piranha.business.swt.edu,1995-08-23,2
ppp044.inreach.com,1995-08-25,1
comprm.uvsg.com,1995-08-25,2
crc2-fddi.cris.com,1995-08-25,2
query1.lycos.cs.cmu.edu,1995-08-28,1
ix-nyc6-23.ix.netcom.com,1995-07-01,3
hun4.ramlink.net,1995-07-01,1
troll.vestnett.no,1995-07-02,1
ttyt6.tyrell.net,1995-07-02,1
ix-min1-20.ix.netcom.com,1995-07-02,2
yhm0084.bekkoame.or.jp,1995-07-04,1
yoda.ccm.itesm.mx,1995-07-05,1
scorpio.digex.net,1995-07-05,1
egmoses.gsfc.nasa.gov,1995-07-06,1
www.bconnex.net,1995-07-06,2
line104.csranet.com,1995-07-08,1
unknown.psd.symbol.com,1995-07-08,2
www-d4.proxy.aol.com,1995-07-08,2
ix-dc10-12.ix.netcom.com,1995-07-09,1
rjones.jsc.nasa.gov,1995-07-10,3
ppp16.moa.com,1995-07-14,1
204.246.207.5,1995-07-14,1
raptor.csc.flint.umich.edu,1995-07-15,1
ad10-012.compuserve.com,1995-07-17,1
halifax-ts4-14.nstn.ca,1995-07-18,1
ra33.curtin.edu.au,1995-07-19,1
proxy0.research.att.com,1995-07-19,2
151.99.155.7,1995-07-20,1
ppp244.gol.com,1995-07-23,3
scooter.pa-x.dec.com,1995-07-24,5
cc2000.kyoto-su.ac.jp,1995-07-24,1
p13.ppp-1.directnet.com,1995-07-25,1
bootp-210-106.bootp.virginia.edu,1995-08-30,5
dialup97.azstarnet.com,1995-08-31,1
147.159.152.234,1995-08-31,1
slip236.riq.qc.ca,1995-08-31,1
dano.lmig.com,1995-07-26,1
train3.arc.nasa.gov,1995-07-26,6
slip-marshall.den.mmc.com,1995-07-27,2
queen.torfree.net,1995-07-27,3
becks.oe.fau.edu,1995-07-28,1
198.213.130.253,1995-08-01,5
ink.ink.org,1995-08-01,1
www.thyssen.com,1995-08-04,1
iglou.com,1995-08-05,1
192.132.82.56,1995-08-05,3
www-c4.proxy.aol.com,1995-08-07,1
199.183.254.15,1995-08-07,3
winnie.freenet.mb.ca,1995-08-10,2
internet-gw.watson.ibm.com,1995-08-10,1
dialrop7.mhs.mendocino.k12.ca.us,1995-08-10,3
aurora.geophys.washington.edu,1995-08-11,1
131.235.95.102,1995-08-11,2
ix-lb7-18.ix.netcom.com,1995-08-11,2
200.255.255.153,1995-08-13,1
204.184.20.247,1995-08-14,1
166.41.230.64,1995-08-15,3
feenix.slnsw.gov.au,1995-08-16,4
204.5.10.48,1995-08-17,1
disarray.demon.co.uk,1995-08-18,1
spui-09.denhaag.dataweb.nl,1995-08-23,1
query1.lycos.cs.cmu.edu,1995-08-23,1
pped04.tamu.edu,1995-08-24,3
ip002.sky.net,1995-08-24,1
192.195.197.57,1995-08-24,4
slip49.beaver.pgh.net,1995-08-25,2
dd07-044.compuserve.com,1995-08-25,1
thetis.fddi4.fu-berlin.de,1995-08-26,2
ppp439.st.rim.or.jp,1995-07-01,1
ip097.phx.primenet.com,1995-07-01,2
winnie.fit.edu,1995-07-01,1
205.206.90.141,1995-07-02,1
dial5.waterw.com,1995-07-05,2
news.ti.com,1995-07-06,3
cs2-07.str.ptd.net,1995-07-06,2
dialup45.azstarnet.com,1995-07-06,2
ix-dc8-27.ix.netcom.com,1995-07-09,10
alyssa.prodigy.com,1995-07-11,3
dca02319.slip.digex.net,1995-07-12,4
hem8.hematology.sunysb.edu,1995-07-13,1
merc12.calon.com,1995-07-13,2
129.50.20.10,1995-07-14,2
128.158.40.33,1995-07-14,1
piweba2y.prodigy.com,1995-07-17,1
198.165.29.2,1995-07-17,1
163.205.12.160,1995-07-17,1
disarray.demon.co.uk,1995-07-19,1
d2463a.bcasd.az.honeywell.com,1995-07-19,18
plast.sto.foa.se,1995-07-20,1
205.184.224.101,1995-07-21,2
nwi-pc-165.plk.af.mil,1995-07-21,1
graphics.intnet.net,1995-07-21,1
n1123209.ksc.nasa.gov,1995-07-24,9
net026.geneva.edu,1995-08-30,1
mason.crim.ca,1995-08-31,1
brianro.wicat.com,1995-07-26,1
cs1-12.haz.ptd.net,1995-07-27,1
zang.slip.lm.com,1995-07-28,2
x129-10.fsci.umn.edu,1995-08-03,2
usildaca.cai.com,1995-08-04,1
ip145.portland.or.interramp.com,1995-08-08,4
193.45.4.8,1995-08-12,1
204.144.151.118,1995-08-13,9
199.242.22.91,1995-08-13,1
dspowez1.remote.louisville.edu,1995-08-15,1
slip145-189.ut.nl.ibm.net,1995-08-15,22
bensmtp.ksc.nasa.gov,1995-08-15,1
link076.txdirect.net,1995-08-17,1
192.34.179.72,1995-08-18,1
158.111.129.54,1995-08-21,1
staines.powernet.co.uk,1995-08-22,1
ariel.execpc.com,1995-08-24,1
drjo007a182.embratel.net.br,1995-08-24,1
pm1-orl5.iag.net,1995-08-25,2
mailhost.magus.co.uk,1995-08-25,3
203.17.194.104,1995-08-26,1
atair.bb.bawue.de,1995-08-27,1
piweba5y.prodigy.com,1995-08-27,4
gatekeeper.icl.co.uk,1995-08-28,2
128.206.58.103,1995-08-28,2
n1127162.ksc.nasa.gov,1995-08-28,1
argument.execpc.com,1995-08-28,1
line09.megatoon.com,1995-07-01,3
www-d4.proxy.aol.com,1995-07-02,2
spider.tbe.com,1995-07-03,1
n1376232.ksc.nasa.gov,1995-07-03,1
beastie-ppp1.knoware.nl,1995-07-04,1
tao.kuai.se,1995-07-04,1
ecomed2.bio.um.es,1995-07-05,1
155.31.24.52,1995-07-05,2
spook.tracor.com,1995-07-07,1
199.77.67.7,1995-07-07,1
ip195.cap.primenet.com,1995-07-08,2
157.142.200.246,1995-07-10,1
ix-atl11-17.ix.netcom.com,1995-07-11,1
lib120h.ucr.edu,1995-07-13,1
ibmvie.ibm.co.at,1995-07-14,2
interlock.turner.com,1995-07-14,10
www-a1.proxy.aol.com,1995-07-15,1
www-c3.proxy.aol.com,1995-07-19,1
acns.fsu.edu,1995-07-22,1
163.205.150.14,1995-07-26,1
ibmvie.ibm.co.at,1995-08-31,1
128.159.58.215,1995-07-26,1
dialup98-010.swipnet.se,1995-08-03,1
130.237.226.160,1995-08-06,1
128.159.129.81,1995-08-07,1
sudial-98.syr.edu,1995-08-07,1
silicon.kotel.co.kr,1995-08-08,6
atluw02.dbsoftware.com,1995-08-09,1
www-b5.proxy.aol.com,1995-08-10,7
swonser1.ast.com,1995-08-10,2
199.184.212.206,1995-08-13,1
marmot.jpl.nasa.gov,1995-08-15,1
pslole.psl.ku.dk,1995-08-18,1
ip157.tus.primenet.com,1995-08-18,1
www-a2.proxy.aol.com,1995-08-19,1
slip04.inlink.com,1995-08-20,1
159.94.27.20,1995-08-21,1
dy4.com,1995-08-22,1
arctic.nad.northrop.com,1995-08-25,2
148.241.11.23,1995-08-25,1
dnet047.sat.texas.net,1995-08-27,2
ibslip03.ib.be,1995-08-28,1
boris.erie.net,1995-08-28,1
ppp-dial22.wchat.on.ca,1995-07-02,1
dyn-70.direct.ca,1995-07-03,1
204.188.140.67,1995-07-05,1
eco.cgrer.uiowa.edu,1995-07-07,1
stat11.hacom.nl,1995-07-08,1
kfc.vnet.net,1995-07-09,1
pm1-12.america.net,1995-07-09,1
hines.nsrfc.ns.ca,1995-07-10,1
q.engr.uark.edu,1995-07-10,1
pc1085.sph.umich.edu,1995-07-11,1
cogs.lib.fsu.edu,1995-07-13,3
196.14.128.182,1995-07-14,1
129.107.16.83,1995-07-15,2
query2.lycos.cs.cmu.edu,1995-07-15,1
167.116.64.76,1995-07-24,1
webgate1.mot.com,1995-07-25,1
elsinore.cis.yale.edu,1995-08-29,1
dialup96-009.swipnet.se,1995-08-30,1
lh035cpq-776316.ucs.indiana.edu,1995-08-31,1
isi9.ssl.berkeley.edu,1995-08-31,1
pool62.maple.net,1995-07-27,2
moomachine.harvard.edu,1995-08-03,2
gk-west.usps.gov,1995-08-04,1
141.102.81.33,1995-08-07,1
piweba5y.prodigy.com,1995-08-08,3
194.142.187.2,1995-08-08,1
sxt7.space.lockheed.com,1995-08-08,1
157.142.8.152,1995-08-10,2
cavy.info.lv,1995-08-10,1
205.231.213.31,1995-08-12,1
bast.air.saab.se,1995-08-14,1
disarray.demon.co.uk,1995-08-15,2
pppfitz.lerc.nasa.gov,1995-08-15,1
bunpc36.ccn.yamanashi.ac.jp,1995-08-15,1
tsabbo.larc.nasa.gov,1995-08-15,2
pppa064.compuserve.com,1995-08-16,1
ns.italtel.it,1995-08-16,1
pm-jv1-174.coastalnet.com,1995-08-16,5
pppd077.compuserve.com,1995-08-17,3
gala.icsh.cae.ntt.jp,1995-08-17,1
129.107.17.17,1995-08-19,1
204.120.34.185,1995-08-21,1
hed702.uk.sb.com,1995-08-23,1
ix-smx-ca1-04.ix.netcom.com,1995-08-24,1
fw2.dentsu.co.jp,1995-08-25,3
x21b3ed.cc.upv.es,1995-08-25,2
query2.lycos.cs.cmu.edu,1995-08-26,1
148.207.38.37,1995-08-26,1
204.62.245.27,1995-08-27,2
carlton.innotts.co.uk,1995-08-28,2
ac163.du.pipex.com,1995-07-02,2
tartan.tuc.noao.edu,1995-07-02,1
galatea.execpc.com,1995-07-03,1
ppp0e-05.rns.tamu.edu,1995-07-05,2
ix-wh5-21.ix.netcom.com,1995-07-06,3
202.68.11.35,1995-07-07,1
129.107.17.56,1995-07-07,1
gate.ps.cae.ntt.jp,1995-07-12,1
139.169.52.155,1995-07-12,2
ix-col1-20.ix.netcom.com,1995-07-12,1
198.189.70.17,1995-07-12,1
ix-sj35-13.ix.netcom.com,1995-07-13,1
igw.fmc.com,1995-07-13,2
quasar.beaches.net,1995-07-13,1
mpackard.lerc.nasa.gov,1995-07-14,2
jvh-ppp.clark.net,1995-07-16,1
dd07-062.compuserve.com,1995-07-18,2
piweba2y.prodigy.com,1995-07-23,1
j15.glg3.jaring.my,1995-07-25,1
dinet244.spokpl.lib.wa.us,1995-07-25,3
jbiagioni.npt.nuwc.navy.mil,1995-07-25,70
ix-nyc8-21.ix.netcom.com,1995-07-25,1
ts8-29.upenn.edu,1995-08-29,2
dialip-217.den.mmc.com,1995-08-30,62
138.13.121.232,1995-08-31,2
klkmac049.nada.kth.se,1995-07-27,1
mac136017.cedar-rapids.k12.ia.us,1995-07-27,1
falcon.eng.warwick.ac.uk,1995-07-28,1
a7157.dial.tip.net,1995-08-03,1
lgbppp41.uni-c.dk,1995-08-07,2
lankford.mindspring.com,1995-08-09,2
piers.islandnet.com,1995-08-10,7
spica.sci.isas.ac.jp,1995-08-10,27
bombasto.informatik.rwth-aachen.de,1995-08-15,15
analyt2.physchem.kth.se,1995-08-15,3
op0148.wustl.edu,1995-08-16,1
piweba2y.prodigy.com,1995-08-17,1
utr0059.pi.net,1995-08-17,1
204.120.34.69,1995-08-20,1
blackbird.ksc.nasa.gov,1995-08-21,1
priest.health.ufl.edu,1995-08-22,2
dialab31.mty.itesm.mx,1995-08-23,1
ashleys.mcg.edu,1995-08-23,1
bcaskey.ball.com,1995-08-24,1
van01028.direct.ca,1995-08-25,1
ix-tam3-26.ix.netcom.com,1995-08-26,2
rosedelima.vir.com,1995-08-26,1
ix-lb7-21.ix.netcom.com,1995-08-27,2
charlotte.anu.edu.au,1995-08-27,5
ppp12.jax-inter.net,1995-08-27,1
slip-5-12.shore.net,1995-08-28,1
ns12.moran.com,1995-07-04,2
bonjovi.pica.army.mil,1995-07-06,1
192.101.122.138,1995-07-06,1
n1122774.ksc.nasa.gov,1995-07-06,1
hood.jsc.nasa.gov,1995-07-06,1
otter7.sd68.nanaimo.bc.ca,1995-07-07,1
199.233.93.82,1995-07-07,2
pc11.lawt.inmet.com,1995-07-07,1
piweba4y.prodigy.com,1995-07-07,5
ad01-037.compuserve.com,1995-07-09,1
hydra.wcupa.edu,1995-07-09,1
lwbyppp2.epix.net,1995-07-09,1
mahler.microsoft.com,1995-07-12,2
204.241.242.60,1995-07-12,6
cybersurf1.worldlinx.com,1995-07-13,1
134.152.147.98,1995-07-13,1
ssc.siemens.com,1995-07-13,2
n213-ee-20.arc.nasa.gov,1995-07-13,1
ris1_u27.rsoc.rockwell.com,1995-07-14,1
fr-905.cc.iastate.edu,1995-07-18,2
ppp6.jax-inter.net,1995-07-19,2
"",1995-07-19,16
goofy.analex.com,1995-07-19,1
dialup58.aloha.com,1995-07-19,1
seitti.funet.fi,1995-07-21,3
d25.itsnet.com,1995-07-21,1
134.217.89.47,1995-07-21,1
dialup06.av.ca.qnet.com,1995-07-22,1
ip-20-137.medio.net,1995-08-29,2
harvey.cyclic.com,1995-08-30,1
dialup14.wdbg.va.qnet.com,1995-08-30,1
ts2-8.everyday.se,1995-08-31,1
pobox.cscs.ch,1995-08-31,2
cs1-14.haz.ptd.net,1995-07-27,3
gepool.midtown.net,1995-07-28,1
gw4.att.com,1995-08-03,1
sim.kcbbs.gen.nz,1995-08-05,1
155.13.136.52,1995-08-05,1
ip101.phx.primenet.com,1995-08-05,2
p05.cb0.harborside.com,1995-08-08,1
piweba5y.prodigy.com,1995-08-09,1
ix-pas13-19.ix.netcom.com,1995-08-09,1
www-c5.proxy.aol.com,1995-08-09,1
152.163.192.37,1995-08-13,2
gtwright.jsc.nasa.gov,1995-08-16,2
srv1.freenet.calgary.ab.ca,1995-08-19,1
ppp17.coara.or.jp,1995-08-23,5
van12355.direct.ca,1995-08-24,2
204.101.194.16,1995-08-25,2
ix-aus2-13.ix.netcom.com,1995-08-26,2
lankford.mindspring.com,1995-08-29,2
www-a1.proxy.aol.com,1995-07-01,4
scat-info2.ub.rug.nl,1995-07-03,1
dd13-004.compuserve.com,1995-07-04,1
tremor.mit.edu,1995-07-05,1
news.ti.com,1995-07-05,7
stimpy.xnet.com,1995-07-05,1
161.45.7.127,1995-07-06,2
piweba3y.prodigy.com,1995-07-09,9
170.91.52.155,1995-07-10,4
cts1p6.tccn.com,1995-07-16,1
ttys2.tyrell.net,1995-07-16,5
www-c1.proxy.aol.com,1995-07-17,1
dom015.dom.aa.wl.com,1995-07-18,8
139.102.16.24,1995-07-18,1
balti.cee.hw.ac.uk,1995-07-19,1
winc0.win.org,1995-07-20,1
ad04-028.compuserve.com,1995-07-20,1
tiber.gsfc.nasa.gov,1995-07-20,10
ix-nas-nh1-19.ix.netcom.com,1995-07-24,10
slip132-134.dc.us.ibm.net,1995-07-25,1
klothos.crl.research.digital.com,1995-07-26,1
199.201.186.104,1995-08-29,1
ix-dc9-28.ix.netcom.com,1995-08-31,2
james.freenet.hamilton.on.ca,1995-08-04,1
proxy.toyo-eng.co.jp,1995-08-07,1
jmmartin.dialup.francenet.fr,1995-08-11,1
sladl1p14.ozemail.com.au,1995-08-11,1
163.205.12.180,1995-08-11,1
198.215.126.55,1995-08-12,1
142.165.5.7,1995-08-13,1
136.186.7.162,1995-08-14,2
128.186.157.3,1995-08-14,1
192.203.159.146,1995-08-15,1
carlson.reno.nv.us,1995-08-17,1
pc-jacobs.pci.uni-heidelberg.de,1995-08-17,1
aprennig.recklinghausen.netsurf.de,1995-08-17,1
gray-mac.slac.stanford.edu,1995-08-17,1
upuaut.reno.nv.us,1995-08-17,2
148.199.141.144,1995-08-18,2
milpitas.adaptec.com,1995-08-18,1
ad18-034.compuserve.com,1995-08-20,1
pc085.mikrolog.fi,1995-08-21,3
blv-pm0-ip15.halcyon.com,1995-08-23,1
rs733.gsfc.nasa.gov,1995-08-24,9
www-relay.pa-x.dec.com,1995-08-24,2
rather.helix.net,1995-08-25,2
204.179.112.220,1995-07-01,1
192.216.66.13,1995-07-05,4
yb.nsd.uib.no,1995-07-06,1
dant.li.cubic.com,1995-07-07,1
enterprise.rdd.lmsc.lockheed.com,1995-07-07,2
p12.haifa1.actcom.co.il,1995-07-07,1
pipe3.nyc.pipeline.com,1995-07-07,2
198.133.29.18,1995-07-14,2
163.205.105.19,1995-07-17,1
phoenix.fs.com,1995-07-17,3
aggie.pnl.gov,1995-07-17,1
ix-col1-16.ix.netcom.com,1995-07-18,1
x21b3ed.cc.upv.es,1995-07-19,3
156.63.176.137,1995-07-20,1
155.35.41.86,1995-07-21,1
sprite132.azstarnet.com,1995-07-23,1
www-proxy.crl.research.digital.com,1995-07-24,5
sunspot.eds.ecip.nagoya-u.ac.jp,1995-07-24,2
joe.takefive.co.at,1995-07-25,2
dwallio.larc.nasa.gov,1995-07-25,3
163.205.16.104,1995-07-25,2
umber.dsto.defence.gov.au,1995-07-25,1
163.206.89.4,1995-08-29,1
cbxguy.vip.best.com,1995-08-30,4
koriel.sun.com,1995-08-31,4
194.158.225.33,1995-08-04,2
matthew_pc.orem.novell.com,1995-08-04,1
204.94.13.41,1995-08-04,1
h130-13-24-73.advtech.uswest.com,1995-08-04,3
17.127.203.15,1995-08-07,1
magma0.vpro.nl,1995-08-09,1
129.125.15.5,1995-08-13,2
152.163.192.38,1995-08-13,6
dal34.pic.net,1995-08-14,1
dial-cup2-28.iway.aimnet.com,1995-08-14,2
128.158.24.211,1995-08-15,2
host22.cyberg8t.com,1995-08-16,1
163.206.204.11,1995-08-16,1
dyna240.intr.net,1995-08-17,2
www-d1.proxy.aol.com,1995-08-20,4
139.169.29.49,1995-08-21,1
cs37-77.usafa.af.mil,1995-08-21,1
async10.ts-bangor.caps.maine.edu,1995-08-21,1
anonymous.chevron.com,1995-08-23,1
roy.slip.lm.com,1995-08-23,2
vyger906.nando.net,1995-08-27,2
ix-mil1-09.ix.netcom.com,1995-08-28,2
ad06-022.compuserve.com,1995-07-04,2
194.51.92.221,1995-07-07,1
circ01.library.db.erau.edu,1995-07-08,3
ix-li4-11.ix.netcom.com,1995-07-09,1
163.206.213.10,1995-07-11,12
wnet.wondernet.com,1995-07-11,1
164.116.22.7,1995-07-12,2
orpheus.amdahl.com,1995-07-13,1
provo1.xmission.com,1995-07-15,1
192.67.121.35,1995-07-17,1
redstone.ncren.net,1995-07-17,1
hh201pc12.evansville.edu,1995-07-17,1
ibm-6-enet.jp.interop.net,1995-07-18,1
163.206.10.103,1995-07-20,1
ppp-66-18.dialup.winternet.com,1995-07-21,2
slip9.fwb.gulf.net,1995-07-22,1
205.184.202.11,1995-07-22,2
ppp2_103.bekkoame.or.jp,1995-07-23,1
ad13-027.compuserve.com,1995-07-23,2
kwikeze.ho.bom.gov.au,1995-07-26,1
pl01266.ksc.nasa.gov,1995-08-29,6
xosgb3.dfrc.nasa.gov,1995-08-29,1
pl01302.ksc.nasa.gov,1995-08-30,1
charlotte.anu.edu.au,1995-08-31,2
jalisco.engr.ucdavis.edu,1995-07-26,1
150.7.244.89,1995-07-27,1
nickel.cs.rit.edu,1995-07-28,2
138.49.251.34,1995-08-01,1
prakinf2.prakinf.tu-ilmenau.de,1995-08-04,1
gikai.eng.nhk.or.jp,1995-08-05,1
www-c5.proxy.aol.com,1995-08-07,2
scooter.pa-x.dec.com,1995-08-09,8
ix-ftw-tx1-11.ix.netcom.com,1995-08-09,2
155.229.56.49,1995-08-10,1
gw3.att.com,1995-08-10,1
158.152.1.40,1995-08-12,1
199.174.144.2,1995-08-13,1
128.83.112.19,1995-08-13,1
pm2_28.digital.net,1995-08-16,1
query2.lycos.cs.cmu.edu,1995-08-18,1
van13369.direct.ca,1995-08-19,2
van05142.direct.ca,1995-08-25,1
n1031626.ksc.nasa.gov,1995-08-28,1
dclsn5.cen.uiuc.edu,1995-08-28,1
jericho3.microsoft.com,1995-07-01,1
www-a2.proxy.aol.com,1995-07-01,2
piweba1y.prodigy.com,1995-07-02,3
www-d1.proxy.aol.com,1995-07-03,2
dd11-044.compuserve.com,1995-07-03,1
port9.annex2.nwlink.com,1995-07-03,4
www-b3.proxy.aol.com,1995-07-04,3
zeno.math.upenn.edu,1995-07-04,1
babylon5.ksc.nasa.gov,1995-07-06,2
ctg073.amsinc.com,1995-07-06,1
128.206.68.122,1995-07-07,2
192.208.22.17,1995-07-07,1
link092.txdirect.net,1995-07-09,2
oncomdis.on.ca,1995-07-11,2
138.26.32.81,1995-07-13,1
gatekeeper.mitre.org,1995-07-14,1
www-b2.proxy.aol.com,1995-07-16,4
piweba3y.prodigy.com,1995-07-18,3
berlin.snafu.de,1995-07-19,1
peg1-ts3.peganet.com,1995-07-19,2
piweba3y.prodigy.com,1995-07-20,2
147.149.58.91,1995-07-20,1
sivm.si.edu,1995-07-20,1
dyn-200.direct.ca,1995-07-21,2
eiip1.ec.ecei.tohoku.ac.jp,1995-07-21,7
dfyc-lab146.usafa.af.mil,1995-07-25,10
port07.vitinc.com,1995-07-26,1
esdim1.esdim.noaa.gov,1995-08-30,2
mbay116.cruzio.com,1995-08-31,2
as18.net-connect.net,1995-08-03,2
env95ajo.student.lu.se,1995-08-04,2
155.206.107.83,1995-08-04,1
sofia.cencar.udg.mx,1995-08-04,1
ix-sea7-20.ix.netcom.com,1995-08-06,1
163.205.56.149,1995-08-07,3
131.195.137.199,1995-08-08,1
picalon.gun.de,1995-08-09,1
ccc008.canuck.com,1995-08-10,1
modem.circus.cse.unsw.edu.au,1995-08-10,1
fat-28.cybergate.com,1995-08-11,2
204.214.4.137,1995-08-13,2
199.174.129.2,1995-08-13,1
199.174.154.73,1995-08-13,2
coconet02.coconet.com,1995-08-15,1
dd08-052.compuserve.com,1995-08-17,1
nrsmac2.psychology.nottingham.ac.uk,1995-08-22,1
rolco.pdial.interpath.net,1995-08-22,2
van10297.direct.ca,1995-08-26,2
piweba3y.prodigy.com,1995-08-26,2
xyp06.acns.fsu.edu,1995-08-26,2
slip3.island.net,1995-08-26,2
training-mac28.caltech.edu,1995-07-04,1
guest01.naka.jaeri.go.jp,1995-07-04,1
194.158.225.34,1995-07-04,1
davidb.uthscsa.edu,1995-07-05,1
ihost.tudor.com,1995-07-05,3
oakford.wave.co.nz,1995-07-05,1
129.130.116.115,1995-07-07,2
dd06-040.compuserve.com,1995-07-08,2
155.43.48.68,1995-07-12,1
whin.ncl.ac.uk,1995-07-14,1
204.185.50.29,1995-07-14,1
digdis-pc14.med.unc.edu,1995-07-16,1
slip865.rmii.com,1995-07-17,2
sci140te.sci.port.ac.uk,1995-07-19,1
202.239.48.3,1995-07-20,27
a5181.dial.tip.net,1995-07-20,1
pallas.tuc.noao.edu,1995-07-20,19
netlink.ccjax.com,1995-07-21,1
sb17.znet.com,1995-07-21,1
www-relay.pa-x.dec.com,1995-07-22,1
198.110.216.104,1995-07-22,1
white.tutkie.tut.ac.jp,1995-07-26,1
chekov.library.cmu.edu,1995-08-29,8
nozean.geo.umass.edu,1995-08-30,1
n1123086.ksc.nasa.gov,1995-08-31,1
pm2-0.tvs.net,1995-08-31,2
bass.hooked.net,1995-07-26,1
129.61.111.14,1995-07-27,1
pbs10417.pbs.org,1995-08-04,2
damedici.ksc.nasa.gov,1995-08-04,4
ppp68.cac.psu.edu,1995-08-05,2
viking.cris.com,1995-08-08,2
160.205.71.26,1995-08-08,1
163.206.140.4,1995-08-08,1
194.109.7.6,1995-08-13,1
cees.mnsinc.com,1995-08-14,1
131.158.70.68,1995-08-17,1
ebdc04.med.upenn.edu,1995-08-18,1
xyp500p16.ltec.net,1995-08-18,2
wta-ppp.clark.net,1995-08-19,1
ppp12.quiknet.com,1995-08-22,1
dd02-008.compuserve.com,1995-08-23,1
ppp32.texoma.com,1995-08-25,3
dyna-38.bart.nl,1995-08-25,2
max1-96.hiwaay.net,1995-08-26,2
www-ea.proxy.aol.com,1995-08-27,4
netport-10.iu.net,1995-08-27,2
s69.slip.ksu.edu,1995-08-27,2
193.88.52.101,1995-08-28,1
n1123086.ksc.nasa.gov,1995-08-28,1
www-d4.proxy.aol.com,1995-08-29,1
oncomdis.on.ca,1995-07-01,1
sol.zynet.co.uk,1995-07-01,1
tonto-slip8.cis.brown.edu,1995-07-01,2
swift.compbio.caltech.edu,1995-07-04,1
dialup44.azstarnet.com,1995-07-05,2
alyssa.prodigy.com,1995-07-06,10
sdrc.com,1995-07-07,3
galactica.galactica.it,1995-07-09,1
139.169.86.179,1995-07-10,3
slip176-204.kw.jp.ibm.net,1995-07-11,1
www.world.net,1995-07-12,1
e0247.asucla.ucla.edu,1995-07-12,3
www-c3.proxy.aol.com,1995-07-13,3
mail.jsc.mil,1995-07-14,1
super.info.lv,1995-07-15,2
140.229.75.32,1995-07-18,1
pc-1653.safb.af.mil,1995-07-18,1
ntcfd01.ntc.nokia.com,1995-07-19,2
s109n166.csun.edu,1995-07-19,2
